context_feature,item_feature,field_pair,positive_support,negative_support,learned_weight,absolute_weight
ctx:category=men gloves,item:rating=3.5,category×rating,56,3008,0.01943785697221756,0.01943785697221756
ctx:category=active shirts & tees t-shirts,item:rating=3.5,category×rating,48,6336,0.019437797367572784,0.019437797367572784
ctx:color=color: grey,item:material=leather,color×material,93,18392,-0.01943768933415413,0.01943768933415413
ctx:category=active athletic socks,item:brand=thorlos,category×brand,24,14208,0.019437532871961594,0.019437532871961594
ctx:material=wool,item:price=50_75,material×price,40,16800,0.01943736895918846,0.01943736895918846
ctx:material=leather,item:brand=spring step,material×brand,30,223968,0.019437246024608612,0.019437246024608612
ctx:category=shoes flats,item:brand=crocs,category×brand,72,30464,0.01943698152899742,0.01943698152899742
ctx:material=polyester,item:brand=concept one,material×brand,30,227088,0.0194369088858366,0.0194369088858366
ctx:feature=synthetic-and-mesh,item:color=color: black,feature×color,30,952,0.01943683996796608,0.01943683996796608
ctx:category=shoes clogs & mules,item:feature=synthetic sole,category×feature,64,1984,-0.01943676918745041,0.01943676918745041
ctx:feature=lace up closure,item:price=20_35,feature×price,20,1816,0.019436372444033623,0.019436372444033623
ctx:category=athletic tennis & racquet sports,item:popularity=2,category×popularity,64,3968,0.019436083734035492,0.019436083734035492
ctx:category=tees & blouses tanks & camis,item:feature=made in usa or imported,category×feature,24,19200,0.019435089081525803,0.019435089081525803
ctx:feature=imported,item:feature=no closure closure,feature×feature,151,137456,0.019435066729784012,0.019435066729784012
ctx:category=watches wrist watches,item:color=color: purple,category×color,40,54080,-0.019435010850429535,0.019435010850429535
ctx:category=sweaters pullovers,item:color=color: green,category×color,56,19008,0.01943485252559185,0.01943485252559185
ctx:category=shoes fashion sneakers,item:color=color: grey,category×color,120,52544,0.01943483017385006,0.01943483017385006
ctx:category=shoes & jewelry women,item:rating=2.0,category×rating,64,22848,0.019434688612818718,0.019434688612818718
ctx:color=color: red,item:popularity=3,color×popularity,398,19336,0.01943446695804596,0.01943446695804596
"ctx:feature=heel measures approximately 3.5""",item:price=missing,feature×price,27,232,-0.019434310495853424,0.019434310495853424
ctx:feature=chiffon,item:popularity=7,feature×popularity,28,1408,0.01943417452275753,0.01943417452275753
ctx:material=cotton,item:brand=star wars,material×brand,80,261232,0.019433878362178802,0.019433878362178802
"ctx:feature=heel measures approximately 1""",item:popularity=5,feature×popularity,20,1256,-0.019433725625276566,0.019433725625276566
ctx:feature=machine wash,item:price=50_75,feature×price,45,51208,0.019433677196502686,0.019433677196502686
ctx:feature=textile,item:feature=imported,feature×feature,140,1792,0.019433654844760895,0.019433654844760895
ctx:category=bracelets cuff,item:rating=3.0,category×rating,64,5120,0.019433526322245598,0.019433526322245598
ctx:feature=do not bleach,item:material=polyester,feature×material,43,1304,0.019433334469795227,0.019433334469795227
ctx:category=shoes slippers,item:feature=faux fur,category×feature,96,27904,0.019432781264185905,0.019432781264185905
ctx:category=shoes fashion sneakers,item:feature=manmade sole,category×feature,216,52544,0.01943267695605755,0.01943267695605755
ctx:category=shoes fashion sneakers,item:feature=100% man made,category×feature,40,52544,0.019432546570897102,0.019432546570897102
ctx:category=sandals flip-flops,item:color=color: black,category×color,144,12224,-0.01943231001496315,0.01943231001496315
ctx:color=color: black,item:feature=plastic frame,color×feature,68,89864,-0.019432038068771362,0.019432038068771362
ctx:feature=zipper closure,item:feature=dry clean only,feature×feature,27,29336,-0.019431903958320618,0.019431903958320618
ctx:category=handbag accessories handbag organizers,item:popularity=3,category×popularity,48,1088,-0.019431762397289276,0.019431762397289276
ctx:material=leather,"item:feature=heel measures approximately 2.25""",material×feature,25,223968,0.019431233406066895,0.019431233406066895
ctx:category=charms bead,item:price=0_10,category×price,56,5824,0.01943102851510048,0.01943102851510048
ctx:category=athletic water shoes,item:style=department: womens,category×style,160,8512,-0.01943102478981018,0.01943102478981018
ctx:feature=imported,item:feature=canvas,feature×feature,31,137456,0.0194308552891016,0.0194308552891016
ctx:feature=100% suede,item:color=color: black,feature×color,38,5112,-0.019430670887231827,0.019430670887231827
ctx:category=sandals platforms & wedges,item:feature=made in the usa or imported,category×feature,32,28800,0.01943051815032959,0.01943051815032959
ctx:category=sandals heeled sandals,item:brand=toms,category×brand,24,16896,0.019430359825491905,0.019430359825491905
ctx:category=shoes slippers,item:brand=ugg,category×brand,136,27904,0.01943027600646019,0.01943027600646019
ctx:category=tops tees & blouses,item:popularity=3,category×popularity,88,5120,-0.019430257380008698,0.019430257380008698
ctx:category=women jeans,"item:material=99% cotton, 1% elastane",category×material,32,15424,0.019430067390203476,0.019430067390203476
ctx:category=handbags & wallets shoulder bags,item:price=20_35,category×price,48,12928,0.01942973956465721,0.01942973956465721
ctx:material=nylon,item:feature=made in the usa,material×feature,40,51680,0.019429629668593407,0.019429629668593407
ctx:category=women jeans,item:feature=made in the usa and imported,category×feature,48,15424,0.01942957565188408,0.01942957565188408
ctx:category=lightweight jackets windbreakers,item:feature=zipper closure,category×feature,120,1536,-0.01942942664027214,0.01942942664027214
ctx:feature=imported,item:price=0_10,feature×price,208,137456,0.019428757950663567,0.019428757950663567
ctx:category=rompers & overalls rompers,item:style=department: womens,category×style,72,3264,-0.019428495317697525,0.019428495317697525
ctx:feature=rubber sole,item:style=department: boys,feature×style,47,80712,0.019428107887506485,0.019428107887506485
ctx:feature=is discontinued by manufacturer: yes,item:rating=5.0,feature×rating,28,648,0.01942799985408783,0.01942799985408783
ctx:category=outdoor & work rain,item:rating=3.5,category×rating,88,5440,0.019427448511123657,0.019427448511123657
ctx:feature=polyurethane sole,item:brand=cambridge select,feature×brand,22,2680,0.019426871091127396,0.019426871091127396
ctx:category=shoes slippers,item:brand=isotoner,category×brand,64,27904,0.01942676678299904,0.01942676678299904
ctx:category=shoes pumps,item:feature=polyurethane sole,category×feature,64,33024,0.01942652091383934,0.01942652091383934
ctx:category=handbags & wallets top-handle bags,item:rating=5.0,category×rating,224,5056,-0.019426468759775162,0.019426468759775162
ctx:category=accessories keychains,item:price=missing,category×price,264,4288,-0.01942623034119606,0.01942623034119606
ctx:category=women leggings,item:material=spandex,category×material,168,13248,0.01942618191242218,0.01942618191242218
ctx:feature=heather,item:rating=5.0,feature×rating,50,1000,-0.019426167011260986,0.019426167011260986
ctx:category=jackets & coats leather & faux leather,item:color=color: brown,category×color,40,2112,-0.01942610926926136,0.01942610926926136
ctx:category=necklaces pendant necklaces,item:price=20_35,category×price,320,26944,0.019425952807068825,0.019425952807068825
ctx:category=hats & caps baseball caps,item:feature=pull-on closure,category×feature,64,20224,0.01942579820752144,0.01942579820752144
"ctx:material=95% polyester, 5% spandex",item:popularity=3,material×popularity,65,3840,-0.0194255318492651,0.0194255318492651
ctx:category=shirts casual button-down shirts,item:color=color: white,category×color,120,15296,0.019425351172685623,0.019425351172685623
ctx:category=slips half slips,item:feature=hand wash only,category×feature,104,1216,-0.01942494884133339,0.01942494884133339
ctx:category=tops & tees tanks & camis,item:rating=3.0,category×rating,48,5248,0.019424889236688614,0.019424889236688614
ctx:feature=100% textile,item:popularity=3,feature×popularity,106,6328,0.019424624741077423,0.019424624741077423
ctx:category=team sports basketball,item:color=color: grey,category×color,80,5312,-0.01942419447004795,0.01942419447004795
ctx:category=sleepwear & robes pajama sets,item:brand=the children's place,category×brand,80,6912,-0.0194239504635334,0.0194239504635334
ctx:material=rayon,"item:material=65% rayon, 35% polyester",material×material,20,22920,0.01942365989089012,0.01942365989089012
ctx:category=dresses formal,item:feature=dry clean only,category×feature,48,6208,-0.01942363567650318,0.01942363567650318
ctx:category=shoes fashion sneakers,item:rating=2.5,category×rating,64,52544,0.019423216581344604,0.019423216581344604
ctx:category=shirts t-shirts,item:color=color: orange,category×color,48,68480,0.019422512501478195,0.019422512501478195
ctx:material=cotton,item:rating=2.5,material×rating,410,261232,0.019422143697738647,0.019422143697738647
ctx:feature=rubber sole,item:material=wool,feature×material,69,80712,-0.019422121345996857,0.019422121345996857
ctx:color=color: purple,item:feature=rubber sole,color×feature,30,5808,-0.019421808421611786,0.019421808421611786
ctx:feature=zipper closure,item:material=leather,feature×material,182,29336,-0.019421488046646118,0.019421488046646118
ctx:category=outdoor & work rain,item:feature=100% rubber,category×feature,48,5440,-0.01942146196961403,0.01942146196961403
ctx:category=sleep & lounge sets,item:brand=hotouch,category×brand,40,14656,0.01942133903503418,0.01942133903503418
ctx:category=active active sweatshirts,item:popularity=2,category×popularity,72,2752,0.019421260803937912,0.019421260803937912
ctx:material=faux leather,item:popularity=2,material×popularity,22,656,0.019420508295297623,0.019420508295297623
ctx:feature=button closure,item:popularity=5,feature×popularity,288,27600,-0.01941990852355957,0.01941990852355957
ctx:category=pants casual,item:brand=unionbay,category×brand,24,12480,-0.01941954717040062,0.01941954717040062
ctx:category=bras everyday bras,item:feature=pull-on closure,category×feature,120,11968,0.01941939815878868,0.01941939815878868
ctx:budget=budget around $—,item:rating=4.5,budget×rating,34,1936,-0.019419079646468163,0.019419079646468163
ctx:category=shoes mules & clogs,item:material=fabric,category×material,64,14464,0.019419023767113686,0.019419023767113686
ctx:feature=shaft measures approximately ankle-high from arch,item:feature=rubber sole,feature×feature,21,440,-0.019418686628341675,0.019418686628341675
ctx:category=athletic basketball,item:feature=rubber sole,category×feature,120,1664,-0.01941836252808571,0.01941836252808571
ctx:feature=drawstring closure,item:color=color: green,feature×color,39,15432,0.01941828988492489,0.01941828988492489
ctx:material=100% leather,item:popularity=5,material×popularity,498,29008,-0.019418273121118546,0.019418273121118546
ctx:category=shoes loafers & slip-ons,item:brand=hey dude,category×brand,24,33856,0.01941760815680027,0.01941760815680027
ctx:feature=snap closure,item:material=100% polyester,feature×material,34,5632,-0.019417453557252884,0.019417453557252884
ctx:category=tees & blouses t-shirts,item:popularity=2,category×popularity,736,35136,0.01941705495119095,0.01941705495119095
"ctx:material=82% polyester, 18% spandex",item:rating=4.5,material×rating,23,352,0.019416335970163345,0.019416335970163345
ctx:feature=drawstring waist closure,item:rating=4.0,feature×rating,32,576,-0.019416194409132004,0.019416194409132004
ctx:category=tops & tees tanks & camis,item:feature=pull on closure,category×feature,408,5248,-0.01941615901887417,0.01941615901887417
ctx:feature=all our diamond suppliers confirm that they comply with the kimberley process to ensure that their diamonds are conflict free,item:popularity=1,feature×popularity,47,544,0.019415484741330147,0.019415484741330147
ctx:color=color: blue,item:feature=plastic frame,color×feature,42,28816,-0.01941533386707306,0.01941533386707306
ctx:category=shoes boots,item:feature=100% synthetic,category×feature,120,12800,0.019415272399783134,0.019415272399783134
